"title","vote_average","vote_count","budget","movie_id","genres_type","genres_id","original_language","popularity","release_date","revenue","runtime.mins.","ROI"
"Kama Sutra - A Tale of Love",57,35,3000000,28005,"Drama",18,"en",3937939,"1996-09-11",4109095,117,36.9698333333333
"Hobo with a Shotgun",57,211,3000000,49010,"Action",28,"en",16900433,"2011-05-06",748453,86,-75.0515666666667
"The Divide",57,197,3000000,38541,"Science Fiction",878,"en",11882563,"2011-03-13",22000,112,-99.2666666666667
"Friday the 13th Part III",57,254,4000000,9728,"Horror",27,"en",14206525,"1982-08-13",36690067,95,817.251675
"God's Not Dead 2",57,72,5000000,347126,"Drama",18,"en",696858,"2016-04-01",23507567,121,370.15134
"Kingdom of the Spiders",57,30,500000,30315,"Horror",27,"en",2537032,"1977-08-24",1.7e+07,97,3300
"Rubber",57,251,500000,45649,"Comedy",35,"en",9108949,"2010-07-09",98017,85,-80.3966
"2012",56,4903,200000000,14161,"Action",28,"en",45274225,"2009-10-10",769653595,158,284.8267975
"G.I. Joe: The Rise of Cobra",56,1962,175000000,14869,"Adventure",12,"en",32852443,"2009-08-04",302469017,118,72.8394382857143
"Alexander",56,927,155000000,1966,"War",10752,"en",39019229,"2004-11-21",167298192,175,7.93431741935484
"Exodus: Gods and Kings",56,1921,140000000,147441,"Adventure",12,"en",101599427,"2014-12-03",268031828,150,91.4513057142857
"Noah",56,2350,125000000,86834,"Drama",18,"en",46115758,"2014-03-20",362637473,139,190.1099784
"Clash of the Titans",56,2233,125000000,18823,"Adventure",12,"en",47686442,"2010-04-01",232713139,106,86.1705112
"Planet of the Apes",56,1243,100000000,869,"Thriller",53,"en",51188633,"2001-07-25",362211740,119,262.21174
"Eraser",56,543,100000000,9268,"Action",28,"en",24507987,"1996-06-21",242295562,115,142.295562
"Hercules",56,1680,100000000,184315,"Action",28,"en",76842247,"2014-07-23",243400000,99,143.4
"Charlie's Angels",56,1232,92000000,4327,"Action",28,"en",4020395,"2000-11-02",264105545,98,187.071244565217
"Pixels",56,2513,88000000,257344,"Action",28,"en",140849495,"2015-07-16",243637091,105,176.860330681818
"Hollow Man",56,634,95000000,9383,"Action",28,"en",28200874,"2000-08-04",190213455,112,100.224689473684
"The Three Musketeers",56,924,75000000,52451,"Adventure",12,"en",36605246,"2011-08-31",132274484,110,76.3659786666667
"Six Days Seven Nights",56,332,70000000,6068,"Action",28,"en",18264635,"1998-06-12",1.64e+08,98,134.285714285714
"The Brothers Grimm",56,818,88000000,4442,"Adventure",12,"en",40138009,"2005-08-26",105316267,118,19.6775761363636
"Looney Tunes: Back in Action",56,297,80000000,10715,"Animation",16,"en",16715631,"2003-11-14",68514844,90,-14.356445
"Resident Evil: Retribution",56,1600,65000000,71679,"Action",28,"en",6227675,"2012-09-12",240159255,95,269.475776923077
"Chicken Little",56,944,150000000,9982,"Animation",16,"en",47973995,"2005-11-04",314432665,81,109.621776666667
"Daddy Day Care",56,506,60000000,10708,"Comedy",35,"en",18106021,"2003-05-03",164433867,92,174.056445
"Deep Blue Sea",56,604,60000000,8914,"Action",28,"en",22991269,"1999-07-28",73648228,105,22.7470466666667
"Starsky & Hutch",56,644,60000000,9384,"Comedy",35,"en",28848842,"2004-03-05",170268750,101,183.78125
"Under Siege 2: Dark Territory",56,210,60000000,3512,"Action",28,"en",13080725,"1995-07-13",104324083,100,73.8734716666667
"Planet 51",56,556,70000000,16866,"Science Fiction",878,"en",23661071,"2009-11-19",104945765,91,49.9225214285714
"Maid in Manhattan",56,485,55000000,7303,"Comedy",35,"en",19738215,"2002-12-13",154906693,105,181.648532727273
"The Break-Up",56,832,52000000,9767,"Romance",10749,"en",26251217,"2006-06-01",204999686,106,294.230165384615
"The Twilight Saga: New Moon",56,2436,50000000,18239,"Adventure",12,"en",94815867,"2009-03-15",709827462,130,1319.654924
"Mr. Deeds",56,644,50000000,2022,"Comedy",35,"en",18121404,"2002-06-28",171269535,96,242.53907
"Into the Woods",56,1652,50000000,224141,"Fantasy",14,"en",6590161,"2014-12-25",212902372,125,325.804744
"Firewall",56,267,45000000,9754,"Thriller",53,"en",18186026,"2006-02-10",82800000,105,84
"Escape from L.A.",56,373,50000000,10061,"Action",28,"en",21637234,"1996-08-09",42277365,97,-15.44527
"Gamer",56,760,50000000,18501,"Action",28,"en",27631262,"2009-09-03",40828540,95,-18.34292
"Beautiful Creatures",56,984,60000000,109491,"Fantasy",14,"en",40721373,"2013-02-13",60052138,124,0.0868966666666667
"Bedazzled",56,512,48000000,1636,"Fantasy",14,"en",19348007,"2000-10-19",90383208,93,88.29835
"Monster-in-Law",56,406,43000000,4379,"Romance",10749,"en",10411996,"2005-05-13",154749918,101,259.883530232558
"Kicking & Screaming",56,176,45000000,9981,"Romance",10749,"en",899269,"2005-05-13",56070433,95,24.6009622222222
"Victor Frankenstein",56,685,40000000,228066,"Drama",18,"en",24821138,"2015-11-10",34227298,109,-14.431755
"Red Riding Hood",56,922,42000000,49730,"Fantasy",14,"en",45151657,"2011-03-11",89162162,100,112.290861904762
"The Big Year",56,248,41000000,73937,"Comedy",35,"en",9419726,"2011-10-13",7448385,100,-81.8332073170732
"The Art of War",56,135,40000000,11398,"Crime",80,"en",7832337,"2000-08-23",30199105,117,-24.5022375
"Alfie",56,248,60000000,8849,"Comedy",35,"en",15219263,"2004-10-22",13395939,103,-77.673435
"Angel Eyes",56,88,53000000,5852,"Drama",18,"en",6454634,"2001-05-15",29700000,102,-43.9622641509434
"The 5th Wave",56,1945,38000000,299687,"Adventure",12,"en",57889964,"2016-01-14",109906372,112,189.227294736842
"Nim's Island",56,330,37000000,10488,"Adventure",12,"en",14353279,"2008-04-03",100076342,96,170.4766
"Identity Thief",56,1645,35000000,109431,"Comedy",35,"en",34005726,"2013-02-07",173965010,111,397.042885714286
"Neighbors 2: Sorority Rising",56,1462,35000000,325133,"Comedy",35,"en",50179171,"2016-05-04",108758521,91,210.738631428571
"This Is 40",56,896,35000000,89492,"Comedy",35,"en",38429648,"2012-12-20",88058786,134,151.596531428571
"Heist",56,318,8900000,336004,"Crime",80,"en",15079993,"2015-11-13",4100000,93,-53.9325842696629
"Abduction",56,961,35000000,59965,"Thriller",53,"en",19893646,"2011-09-22",82087155,106,134.534728571429
"Punisher: War Zone",56,294,20500000,13056,"Action",28,"en",17112498,"2008-12-05",10089373,102,-50.7835463414634
"Big Momma's House",56,506,30000000,9600,"Crime",80,"en",24389194,"2000-05-31",173959438,98,479.864793333333
"Nacho Libre",56,359,32000000,9353,"Comedy",35,"en",14642055,"2006-06-16",80197993,92,150.618728125
"1941",56,143,35000000,11519,"Action",28,"en",10032626,"1979-12-13",31755742,113,-9.26930857142857
"Laws of Attraction",56,104,28000000,11141,"Action",28,"en",6201404,"2004-04-04",30016165,90,7.20058928571429
"Star Trek V: The Final Frontier",56,376,30000000,172,"Science Fiction",878,"en",19578249,"1989-06-09",70200000,107,134
"Blue Crush",56,159,25000000,9266,"Adventure",12,"en",1142943,"2002-08-08",51842679,104,107.370716
"Sausage Party",56,2238,19000000,223702,"Adventure",12,"en",66242737,"2016-07-11",140752617,83,640.803247368421
"30 Minutes or Less",56,531,28000000,62206,"Action",28,"en",25039383,"2011-08-11",40547440,83,44.8122857142857
"Alatriste",56,61,24000000,13495,"Action",28,"es",6009644,"2006-09-01",23321954,145,-2.82519166666667
"Jimmy Neutron: Boy Genius",56,231,25000000,12589,"Action",28,"en",12739721,"2001-12-21",80936232,83,223.744928
"The House Bunny",56,529,25000000,12620,"Romance",10749,"en",25838073,"2008-08-22",70442940,97,181.77176
"Haywire",56,505,23000000,70435,"Action",28,"en",26257951,"2011-11-06",33372606,93,45.0982869565217
"The Net",56,354,22000000,1642,"Crime",80,"en",23218144,"1995-07-28",110627965,114,402.854386363636
"To Rome with Love",56,546,17000000,81836,"Romance",10749,"en",15013386,"2012-04-20",73244881,111,330.852241176471
"The Jungle Book 2",56,269,20000000,14873,"Family",10751,"en",19819893,"2003-02-07",135680000,72,578.4
"School for Scoundrels",56,111,20000000,9842,"Comedy",35,"en",8244324,"2006-09-29",17807569,100,-10.962155
"Triple 9",56,797,20000000,146198,"Action",28,"en",29371987,"2016-02-19",12639297,115,-36.803515
"The Nutcracker",56,5,19000000,73191,"Family",10751,"en",68228,"1993-11-24",2119994,93,-88.8421368421053
"Barbershop 2:  Back in Business",56,74,18000000,21301,"Comedy",35,"en",6501815,"2004-01-20",65070412,106,261.502288888889
"Love Happens",56,180,18000000,25643,"Drama",18,"en",13472365,"2009-09-18",36133014,109,100.738966666667
"I Know What You Did Last Summer",56,687,17000000,3597,"Horror",27,"en",27654472,"1997-10-17",125586134,100,638.741964705882
"My Life in Ruins",56,101,17000000,23049,"Comedy",35,"en",5787891,"2009-02-06",20455276,95,20.3251529411765
"Roar",56,19,17000000,2989,"Adventure",12,"en",115641,"1981-11-12",2e+06,102,-88.2352941176471
"Big Fat Liar",56,197,15000000,11870,"Comedy",35,"en",9125594,"2002-02-08",52970014,88,253.133426666667
"The Object of My Affection",56,72,15000000,17127,"Comedy",35,"en",5164281,"1998-04-17",46905889,111,212.705926666667
"The Rocker",56,156,15000000,10186,"Comedy",35,"en",13832376,"2008-08-20",8762890,102,-41.5807333333333
"Urban Legend",56,290,14000000,9877,"Horror",27,"en",12159009,"1998-09-25",72527595,990,418.05425
"No Good Deed",56,181,13200000,136835,"Crime",80,"en",24656068,"2014-09-10",53830415,83,307.806174242424
"The Golden Child",56,304,25000000,10136,"Action",28,"en",1526213,"1986-12-12",79817939,94,219.271756
"Young Adult",56,364,12000000,57157,"Comedy",35,"en",16183746,"2011-12-16",22939027,94,91.1585583333333
"White Noise",56,261,10000000,11804,"Drama",18,"en",14447723,"2005-01-07",91196419,101,811.96419
"Reno 911!: Miami",56,72,10000000,10090,"Action",28,"en",4207456,"2007-02-23",20342161,84,103.42161
"War, Inc.",56,86,5000000,13191,"Action",28,"en",6265659,"2008-04-28",1296184,106,-74.07632
"Baggage Claim",56,85,8500000,175528,"Comedy",35,"en",11436405,"2013-09-27",22456509,96,164.194223529412
"Hostel: Part II",56,453,10200000,1691,"Horror",27,"en",20745052,"2007-06-08",35619521,93,249.210990196078
"Outside Providence",56,30,7000000,14578,"Romance",10749,"en",2627232,"1999-08-16",7292175,96,4.17392857142857
"House at the End of the Street",56,555,6900000,82505,"Horror",27,"en",25613197,"2012-09-21",44287131,101,541.84247826087
"Annabelle",56,1517,6500000,250546,"Horror",27,"en",60225219,"2014-10-02",255273813,99,3827.28943076923
"Deadfall",56,224,12000000,97614,"Crime",80,"en",1019041,"2012-11-08",66351,95,-99.447075
"Mambo Italiano",56,28,4361898,321,"Comedy",35,"en",2080741,"2003-06-06",3031801,92,-30.4935374463135
"Only God Forgives",56,862,4800000,77987,"Drama",18,"en",35754865,"2013-05-30",10337387,90,115.362229166667
"Captive",56,92,2000000,331190,"Crime",80,"en",6728882,"2015-09-17",2801508,97,40.0754
"The Last Exorcism",56,328,1800000,38358,"Horror",27,"en",14838986,"2010-08-27",67738090,87,3663.22722222222
"Cry_Wolf",56,126,1000000,10092,"Horror",27,"en",6926926,"2005-09-16",10047674,90,904.7674
"Ruby in Paradise",56,10,800000,47889,"Drama",18,"en",59424,"1993-10-08",1001437,114,25.179625
"Tiny Furniture",56,59,65000,47607,"Romance",10749,"en",2380332,"2010-11-12",416498,99,540.766153846154
"Battleship",55,2114,209000000,44833,"Thriller",53,"en",64928382,"2012-04-11",303025485,131,44.9882703349282
"Jack the Giant Slayer",55,2598,195000000,81005,"Action",28,"en",43349855,"2013-02-27",197687603,114,1.37825794871795
"The Legend of Tarzan",55,2430,180000000,258489,"Action",28,"en",42741719,"2016-06-29",356743061,109,98.1905894444444
"Poseidon",55,583,160000000,503,"Adventure",12,"en",21133748,"2006-05-12",181674817,99,13.546760625
"Wrath of the Titans",55,1431,150000000,57165,"Adventure",12,"en",44927635,"2012-03-27",3.01e+08,99,100.666666666667
"Mars Needs Moms",55,199,150000000,50321,"Adventure",12,"en",12362599,"2011-03-09",38992758,88,-74.004828
"Beowulf",55,841,70000000,2310,"Adventure",12,"en",35601665,"2007-11-05",195735876,115,179.62268
"The Green Hornet",55,1251,120000000,40805,"Action",28,"en",31703608,"2011-01-12",227817248,119,89.8477066666667
"The Smurfs",55,1179,110000000,41513,"Animation",16,"en",3665422,"2011-07-29",563749323,103,412.499384545455
"The Smurfs 2",55,695,105000000,77931,"Fantasy",14,"en",32473628,"2013-07-30",347434178,105,230.889693333333
"End of Days",55,482,100000000,9946,"Action",28,"en",20652943,"1999-11-24",211989043,121,111.989043
"Point Break",55,783,105000000,257088,"Action",28,"en",33507289,"2015-12-03",133718711,114,27.3511533333333
"You Don't Mess with the Zohan",55,1048,90000000,10661,"Comedy",35,"en",40597344,"2008-06-05",201596308,113,123.995897777778
"Lara Croft Tomb Raider: The Cradle of Life",55,1418,95000000,1996,"Action",28,"en",56811056,"2003-07-21",156505388,117,64.7425136842105
"Collateral Damage",55,427,85000000,9884,"Action",28,"en",18827753,"2002-02-06",78382433,108,-7.78537294117647
"Mirror Mirror",55,1114,85000000,62764,"Adventure",12,"en",48126297,"2012-03-15",183018522,106,115.315908235294
"AVP: Alien vs. Predator",55,1217,70000000,395,"Adventure",12,"en",42957216,"2004-08-12",171183863,101,144.548375714286
"Battle: Los Angeles",55,1448,70000000,44943,"Action",28,"en",49199234,"2011-03-08",202466756,116,189.238222857143
"Hard Rain",55,179,70000000,11258,"Thriller",53,"en",10930537,"1998-01-16",19870567,97,-71.6134757142857
"Dinner for Schmucks",55,531,69000000,38778,"Comedy",35,"en",11023691,"2010-07-30",86387857,114,25.1997927536232
"Abraham Lincoln: Vampire Hunter",55,1269,69000000,72331,"Action",28,"en",38634767,"2012-06-20",112265139,94,62.7031
"The Santa Clause 2",55,297,65000000,9021,"Fantasy",14,"en",14646884,"2002-10-31",172855065,104,165.930869230769
"Hop",55,331,63000000,50359,"Animation",16,"en",16791058,"2011-03-30",183953723,95,191.990036507937
"Jingle All the Way",55,575,60000000,9279,"Family",10751,"en",22501041,"1996-11-15",129832389,89,116.387315
"That's My Boy",55,453,70000000,87428,"Comedy",35,"en",21723897,"2012-06-14",58058367,116,-17.0594757142857
"Captain Corelli's Mandolin",55,145,57000000,1722,"Drama",18,"en",9061866,"2001-08-17",62112895,131,8.96999122807018
"Alvin and the Chipmunks",55,1177,60000000,6477,"Comedy",35,"en",47336034,"2007-12-13",361366633,92,502.277721666667
"Shaft",55,308,46000000,479,"Action",28,"en",19643365,"2000-06-15",107196498,99,133.035865217391
"Failure to Launch",55,399,50000000,6877,"Comedy",35,"en",18806031,"2006-03-10",88715192,97,77.430384
"Race to Witch Mountain",55,509,50000000,13836,"Adventure",12,"en",23935053,"2009-03-12",106303988,98,112.607976
"Beverly Hills Cop III",55,434,50000000,306,"Action",28,"en",20333953,"1994-05-24",119208989,104,138.417978
"The Scarlet Letter",55,108,50000000,10533,"Drama",18,"en",744268,"1995-10-13",10382407,135,-79.235186
"The Specialist",55,313,45000000,2636,"Action",28,"en",16582709,"1994-10-07",170362582,110,278.583515555556
"The Ant Bully",55,366,50000000,9906,"Fantasy",14,"en",20239061,"2006-07-27",55181129,88,10.362258
"The Bounty Hunter",55,858,40000000,27573,"Action",28,"en",33747825,"2010-03-16",1.36e+08,110,240
"Cirque du Freak: The Vampire's Assistant",55,348,40000000,24418,"Adventure",12,"en",16424807,"2009-10-23",28169671,109,-29.5758225
"The Gunman",55,392,40000000,266396,"Action",28,"en",26935458,"2015-02-16",13644292,115,-65.88927
"Spy Kids",55,867,35000000,10054,"Action",28,"en",21543389,"2001-03-18",147934180,88,322.669085714286
"Guess Who",55,225,35000000,11638,"Comedy",35,"en",374263,"2005-03-25",68915888,105,96.9025371428571
"Species",55,453,35000000,9348,"Science Fiction",878,"en",23607071,"1995-07-07",113374103,108,223.926008571429
"House of Wax",55,677,40000000,10066,"Horror",27,"en",17157738,"2005-04-30",68766121,113,71.9153025
"The X Files: I Want to Believe",55,523,30000000,8836,"Drama",18,"en",25454549,"2008-07-24",68369434,104,127.898113333333
"Sabotage",55,555,35000000,144336,"Action",28,"en",27903999,"2014-03-28",17508518,110,-49.9756628571429
"The Whole Ten Yards",55,278,40000000,2122,"Comedy",35,"en",14729386,"2004-04-07",26155781,98,-34.6105475
"Runner Runner",55,543,30000000,146238,"Crime",80,"en",22975918,"2013-09-24",62616646,91,108.722153333333
"The Boss",55,431,29000000,323676,"Comedy",35,"en",2055509,"2016-04-07",78636257,91,171.159506896552
"The Wedding Planner",55,427,35000000,2018,"Comedy",35,"en",14949395,"2001-01-26",94728529,103,170.65294
"Timecop",55,282,27000000,8831,"Thriller",53,"en",13308127,"1994-09-15",101646581,99,276.468818518519
"The Spy Next Door",55,345,28000000,23172,"Action",28,"en",14639324,"2010-01-15",45236543,94,61.5590821428572
"A Simple Wish",55,46,28000000,17834,"Adventure",12,"en",1767479,"1997-07-11",8345056,86,-70.1962285714286
"Pride and Prejudice and Zombies",55,640,28000000,58431,"Romance",10749,"en",28397048,"2016-02-04",16374328,108,-41.5202571428571
"Lake Placid",55,247,27000000,9825,"Horror",27,"en",11678561,"1999-07-15",56870414,82,110.631162962963
"Suspect Zero",55,98,27000000,8080,"Crime",80,"en",8715822,"2004-08-27",1.3e+07,99,-51.8518518518518
"Undercover Brother",55,112,25000000,12277,"Action",28,"en",6086083,"2002-05-31",41604473,86,66.417892
"Jeepers Creepers 2",55,299,17000000,11351,"Horror",27,"en",19045146,"2003-08-08",63102666,104,271.192152941177
"Good Luck Chuck",55,444,25000000,10030,"Comedy",35,"en",21729434,"2007-09-21",59192128,101,136.768512
"Bride of Chucky",55,350,25000000,11932,"Horror",27,"en",14340095,"1998-10-16",50671850,89,102.6874
"Straw Dogs",55,144,25000000,64639,"Drama",18,"en",7473455,"2011-09-16",10324441,110,-58.702236
"Tank Girl",55,138,25000000,9067,"Action",28,"en",8186936,"1995-03-31",4064495,98,-83.74202
"On the Road",55,301,25000000,83770,"Adventure",12,"en",14613152,"2012-05-22",8784318,137,-64.862728
"Win a Date with Tad Hamilton!",55,160,17000000,13476,"Comedy",35,"en",7701041,"2004-01-23",16980098,95,-0.117070588235294
"Vanity Fair",55,73,23000000,11632,"Drama",18,"en",6618149,"2004-09-01",16123851,141,-29.8963
"Hit & Run",55,224,2000000,109513,"Action",28,"en",16668854,"2012-08-22",14400000,100,620
"Firefox",55,139,18000000,10724,"Science Fiction",878,"en",8700565,"1982-06-13",70687344,136,292.707466666667
"Armored",55,208,20000000,4597,"Action",28,"en",1521229,"2009-12-04",22942221,88,14.711105
"House on Haunted Hill",55,209,19000000,11377,"Horror",27,"en",13664614,"1999-10-29",40846082,93,114.979378947368
"Deuce Bigalow: Male Gigolo",55,308,17000000,10402,"Comedy",35,"en",9832326,"1999-12-10",65535067,88,285.500394117647
"My Big Fat Greek Wedding 2",55,322,18000000,302688,"Romance",10749,"en",16027955,"2016-03-23",88923251,94,394.018061111111
"Joe Dirt",55,242,17700000,10956,"Mystery",9648,"en",15976335,"2001-04-10",30987695,91,75.0717231638418
"Slow Burn",55,16,15500000,18777,"Mystery",9648,"en",6630856,"2005-09-12",1237615,93,-92.0153870967742
"Not Another Teen Movie",55,431,16000000,11397,"Comedy",35,"en",23423082,"2001-12-07",66468332,89,315.427075
"Disturbing Behavior",55,104,15000000,9424,"Mystery",9648,"en",9378688,"1998-07-24",17507368,84,16.7157866666667
"Fun Size",55,134,14000000,82679,"Comedy",35,"en",7487843,"2012-10-25",11417362,87,-18.4474142857143
"Gossip",55,68,14000000,18041,"Drama",18,"en",5833687,"2000-04-21",5108820,90,-63.5084285714286
"Woo",55,10,13000000,58680,"Comedy",35,"en",1750054,"1998-05-08",8026971,84,-38.2540692307692
"54",55,135,13000000,3682,"Music",10402,"en",11880899,"1998-08-28",16757163,106,28.9012538461538
"Quarantine",55,339,12000000,13812,"Horror",27,"en",8083995,"2008-10-10",40855419,89,240.461825
"The Eye",55,281,12000000,9030,"Drama",18,"en",11135734,"2008-02-01",56309766,98,369.24805
"Invaders from Mars",55,57,12000000,31909,"Science Fiction",878,"en",4234269,"1986-01-01",4884663,100,-59.294475
"A Nightmare on Elm Street 5: The Dream Child",55,245,8000000,10160,"Horror",27,"en",12654051,"1989-08-11",22168359,89,177.1044875
"Simply Irresistible",55,52,6000000,16172,"Comedy",35,"en",5696491,"1999-02-05",4398989,95,-26.6835166666667
"Song One",55,87,6000000,244783,"Drama",18,"en",6349218,"2014-01-20",32251,86,-99.4624833333333
"Lone Wolf McQuade",55,67,5000000,14854,"Action",28,"en",8452666,"1983-04-14",12232628,107,144.65256
"Moms' Night Out",55,121,5000000,252680,"Comedy",35,"en",10274542,"2014-03-25",10429707,98,108.59414
"Let's Go to Prison",55,69,4000000,9809,"Comedy",35,"en",459841,"2006-11-17",4630045,84,15.751125
"Stitches",55,92,100000,115210,"Horror",27,"en",7447714,"2012-05-19",95000,860,-5
"Battle for the Planet of the Apes",55,215,1700000,1705,"Action",28,"en",13315383,"1973-06-15",8844595,93,420.270294117647
"Happy, Texas",55,39,1700000,24066,"Comedy",35,"en",2079125,"1999-12-03",1943649,98,14.3322941176471
"The To Do List",55,342,1500000,129139,"Comedy",35,"en",15017068,"2013-07-24",3566225,104,137.748333333333
"Unfriended",55,1047,1000000,277685,"Horror",27,"en",41972329,"2015-04-17",62882090,82,6188.209
"Love Me Tender",55,21,1000000,39833,"Drama",18,"en",1444258,"1956-11-15",9e+06,89,800
"Ayurveda: Art of Being",55,3,300000,73981,"Documentary",99,"en",55868,"2001-09-20",2074000,101,591.333333333333
"Tadpole",55,19,150000,39141,"Comedy",35,"en",8570328,"2002-11-01",2891288,78,1827.52533333333
"Superman Returns",54,1400,270000000,1452,"Adventure",12,"en",57925623,"2006-06-28",391081192,154,44.8448859259259
"G.I. Joe: Retaliation",54,3025,130000000,72559,"Adventure",12,"en",59325589,"2013-03-26",371876278,110,186.058675384615
"R.I.P.D.",54,1260,130000000,49524,"Fantasy",14,"en",39448066,"2013-07-18",61648500,96,-52.5780769230769
"Fantastic 4: Rise of the Silver Surfer",54,2589,130000000,1979,"Adventure",12,"en",60810723,"2007-06-13",289047763,92,122.344433076923
"Stuart Little 2",54,613,120000000,10996,"Family",10751,"en",27990284,"2002-07-19",169956806,78,41.6306716666667
"Little Fockers",54,1060,100000000,39451,"Comedy",35,"en",32389353,"2010-12-21",310650585,98,210.650585
"The Stepford Wives",54,334,90000000,9890,"Action",28,"en",19224754,"2004-06-10",1.02e+08,93,13.3333333333333
"Sex and the City 2",54,426,100000000,37786,"Comedy",35,"en",18325897,"2010-05-26",288347692,146,188.347692
"The Nutcracker: The Untold Story",54,50,90000000,49852,"Fantasy",14,"en",3593349,"2010-11-24",16178959,110,-82.0233788888889
"The Core",54,516,60000000,9341,"Action",28,"en",29211255,"2003-03-28",74208267,136,23.680445
"Scooby-Doo",54,820,84000000,9637,"Mystery",9648,"en",31435539,"2002-06-14",275650703,88,228.155598809524
"Alvin and the Chipmunks: Chipwrecked",54,484,75000000,55301,"Comedy",35,"en",23473004,"2011-12-14",342695435,87,356.927246666667
"Timeline",54,318,80000000,9562,"Action",28,"en",1122268,"2003-11-26",19480739,116,-75.64907625
"Red Planet",54,267,80000000,8870,"Thriller",53,"en",13800656,"2000-11-10",33463969,106,-58.17003875
"Be Cool",54,292,53000000,4551,"Comedy",35,"en",1861472,"2005-03-04",95226116,118,79.6719169811321
"Fool's Gold",54,444,70000000,8676,"Romance",10749,"en",21789615,"2008-02-07",111231041,112,58.9014871428571
"Doctor Dolittle",54,686,71000000,3050,"Comedy",35,"en",21462935,"1998-06-22",294456605,85,314.727612676056
"Alvin and the Chipmunks: The Squeakquel",54,666,75000000,23398,"Comedy",35,"en",29412262,"2009-12-21",443140005,88,490.85334
"Bad Company",54,228,70000000,3132,"Action",28,"en",14086292,"2002-06-07",65977295,116,-5.74672142857143
"Money Train",54,222,60000000,11517,"Action",28,"en",10004564,"1995-11-21",35431113,103,-40.948145
"Hall Pass",54,611,36000000,48988,"Comedy",35,"en",2711589,"2011-02-25",83160734,105,131.002038888889
"Hudson Hawk",54,269,65000000,9292,"Action",28,"en",16803457,"1991-05-23",17218080,100,-73.5106461538462
"Priest",54,692,60000000,38321,"Action",28,"en",28350927,"2011-05-05",78309131,87,30.5152183333333
"Mortdecai",54,1055,60000000,210860,"Comedy",35,"en",52417529,"2015-01-21",30418560,106,-49.3024
"The Nutty Professor",54,702,54000000,9327,"Fantasy",14,"en",2028119,"1996-06-26",128769345,95,138.46175
"Æon Flux",54,703,62000000,8202,"Action",28,"en",29954302,"2005-11-30",52304001,93,-15.6387080645161
"You, Me and Dupree",54,407,54000000,1819,"Comedy",35,"en",18600367,"2006-07-14",130431368,108,141.53957037037
"Domestic Disturbance",54,113,75000000,11456,"Mystery",9648,"en",841856,"2001-10-30",54249294,89,-27.667608
"The Ring Two",54,632,50000000,10320,"Drama",18,"en",32233713,"2005-03-17",161451538,110,222.903076
"Scary Movie 2",54,982,45000000,4248,"Comedy",35,"en",35376971,"2001-07-04",141220678,83,213.823728888889
"Babylon A.D.",54,676,70000000,9381,"Action",28,"en",27568194,"2008-08-20",72108608,101,3.01229714285714
"Boomerang",54,134,40000000,11066,"Comedy",35,"en",6420434,"1992-06-30",70100000,117,75.25
"Dumb and Dumber To",54,1127,40000000,100042,"Comedy",35,"en",67767785,"2014-11-12",169837010,110,324.592525
"Big Momma's House 2",54,371,40000000,11565,"Comedy",35,"en",1761292,"2006-01-26",138259062,99,245.647655
"The Final Destination",54,831,40000000,19912,"Horror",27,"en",32478077,"2009-08-26",186167139,82,365.4178475
"The Guilt Trip",54,284,40000000,82687,"Comedy",35,"en",15283444,"2012-12-19",41863726,95,4.659315
"The Shadow",54,138,25000000,8850,"Adventure",12,"en",8178203,"1994-07-01",48063435,108,92.25374
"The Reaping",54,205,40000000,1683,"Horror",27,"en",13445697,"2007-04-05",62771059,99,56.9276475
"Reindeer Games",54,173,42000000,2155,"Thriller",53,"en",11470135,"2000-02-25",32168970,124,-23.4072142857143
"Queen of the Damned",54,239,35000000,11979,"Drama",18,"en",11644243,"2002-02-10",45479110,101,29.9403142857143
"Hot Pursuit",54,647,35000000,268920,"Action",28,"en",18262017,"2015-05-08",51680201,87,47.6577171428571
"The Astronaut's Wife",54,254,75000000,2900,"Drama",18,"en",20697556,"1999-08-26",19598588,109,-73.8685493333333
"Virtuosity",54,163,30000000,9271,"Action",28,"en",5301589,"1995-08-04",24048000,106,-19.84
"Beauty Shop",54,115,25000000,14177,"Comedy",35,"en",5625632,"2005-06-02",36351350,105,45.4054
"The Sitter",54,325,25000000,57431,"Comedy",35,"en",19428994,"2011-12-09",34942188,81,39.768752
"Don't Be Afraid of the Dark",54,341,25000000,46261,"Fantasy",14,"en",14562197,"2010-11-06",36993168,99,47.972672
"The Box",54,597,30000000,22825,"Thriller",53,"en",21606001,"2009-09-17",33333531,115,11.11177
"Jane Got a Gun",54,285,25000000,174751,"Action",28,"en",15333575,"2016-01-01",1397284,98,-94.410864
"Saving Silverman",54,154,22000000,10878,"Comedy",35,"en",12887673,"2001-02-09",19351569,90,-12.0383227272727
"The Glass House",54,201,30000000,2176,"Drama",18,"en",9448517,"2001-09-14",23619609,106,-21.26797
"Bringing Down the House",54,183,20000000,10678,"Comedy",35,"en",8351385,"2003-03-07",132675402,105,563.37701
"Mortal Kombat",54,442,18000000,9312,"Action",28,"en",16470895,"1995-08-18",122195920,101,578.866222222222
"My Best Friend's Girl",54,220,20000000,13596,"Romance",10749,"en",17145287,"2008-09-19",36620508,101,83.10254
"Bandslam",54,126,20000000,23367,"Comedy",35,"en",7716606,"2009-08-06",5210988,111,-73.94506
